Date,Region,"New Cases","Total Cases","Active Cases","Inpatient Hospitalizations","ICU Hospitalizations","Recovered Cases",Deaths
2020/10/14,"Central East",1,,20,,,,
2020/10/14,"Central East",0,,14,,,,
2020/10/14,Regina,3,234,46,0,0,186,2
2020/10/14,"South West",0,226,2,0,0,222,1
2020/10/14,"South West",0,,1,,,,
2020/10/14,"South Central",0,207,0,0,0,198,4
2020/10/14,"South Central",0,,5,,,,
2020/10/14,"South East",1,33,1,0,0,21,0
2020/10/14,"South East",0,,1,,,,
2020/10/14,"South East",0,,0,,,,
2020/10/14,"South East",0,,10,,,,
2020/10/15,"Far North West",3,359,7,0,0,343,7
2020/10/15,"Far North West",0,,2,,,,
2020/10/15,"Far North Central",0,0,0,0,0,0,0
2020/10/15,"Far North East",2,25,16,0,0,9,0
2020/10/15,"Far North East",0,,0,,,,
2020/10/15,"North West",0,140,1,1,0,128,4
2020/10/15,"North West",0,,4,,,,
2020/10/15,"North West",0,,2,,,,
2020/10/15,"North West",0,,1,,,,
2020/10/15,"North Central",0,134,18,1,0,79,2
2020/10/15,"North Central",2,,32,,,,
2020/10/15,"North Central",0,,3,,,,
2020/10/15,"North East",0,80,8,0,0,69,0
2020/10/15,"North East",1,,1,,,,
2020/10/15,"North East",1,,2,,,,
2020/10/15,Saskatoon,8,462,55,4,1,404,3
2020/10/15,"Central West",0,187,10,0,0,176,1
2020/10/15,"Central West",0,,0,,,,
2020/10/15,"Central East",0,136,0,0,0,96,1
2020/10/15,"Central East",0,,1,,,,
2020/10/15,"Central East",0,,0,,,,
2020/10/15,"Central East",6,,22,,,,
2020/10/15,"Central East",2,,16,,,,
2020/10/15,Regina,7,241,52,0,1,187,2
2020/10/15,"South West",0,226,1,0,0,224,1
2020/10/15,"South West",0,,0,,,,
2020/10/15,"South Central",0,208,0,0,0,199,4
2020/10/15,"South Central",1,,5,,,,
2020/10/15,"South East",0,33,1,0,0,22,0
2020/10/15,"South East",0,,1,,,,
2020/10/15,"South East",0,,0,,,,
2020/10/15,"South East",0,,9,,,,
2020/10/16,"Far North West",5,365,12,0,0,343,7
2020/10/16,"Far North West",1,,3,,,,
2020/10/16,"Far North Central",0,0,0,0,0,0,0
2020/10/16,"Far North East",7,32,23,0,0,9,0
2020/10/16,"Far North East",0,,0,,,,
2020/10/16,"North West",1,141,2,0,0,128,4
2020/10/16,"North West",0,,4,,,,
2020/10/16,"North West",0,,2,,,,
2020/10/16,"North West",0,,1,,,,
2020/10/16,"North Central",5,142,24,2,0,79,2
2020/10/16,"North Central",3,,34,,,,
2020/10/16,"North Central",0,,3,,,,
2020/10/16,"North East",0,80,8,0,0,69,0
2020/10/16,"North East",0,,1,,,,
2020/10/16,"North East",0,,2,,,,
2020/10/16,Saskatoon,7,469,55,5,1,411,3
2020/10/16,"Central West",1,188,11,0,0,176,1
2020/10/16,"Central West",0,,0,,,,
2020/10/16,"Central East",0,137,0,0,0,95,1
2020/10/16,"Central East",0,,1,,,,
2020/10/16,"Central East",0,,0,,,,
2020/10/16,"Central East",2,,24,,,,
2020/10/16,"Central East",0,,16,,,,
2020/10/16,Regina,7,248,57,0,1,189,2
2020/10/16,"South West",0,226,1,0,0,224,1
2020/10/16,"South West",0,,0,,,,
2020/10/16,"South Central",0,209,0,0,0,201,4
2020/10/16,"South Central",1,,4,,,,
2020/10/16,"South East",0,33,1,0,0,22,0
2020/10/16,"South East",0,,1,,,,
2020/10/16,"South East",0,,0,,,,
2020/10/16,"South East",0,,9,,,,
2020/10/17,"Far North West",0,365,12,0,0,343,7
2020/10/17,"Far North West",0,,3,,,,
2020/10/17,"Far North Central",0,0,0,0,0,0,0
2020/10/17,"Far North East",6,38,29,0,0,9,0
2020/10/17,"Far North East",0,,0,,,,
2020/10/17,"North West",0,144,1,0,0,129,4
2020/10/17,"North West",2,,6,,,,
2020/10/17,"North West",0,,2,,,,
2020/10/17,"North West",1,,2,,,,
2020/10/17,"North Central",2,148,26,3,0,79,2
2020/10/17,"North Central",3,,37,,,,
2020/10/17,"North Central",1,,4,,,,
2020/10/17,"North East",2,83,10,0,0,69,0
2020/10/17,"North East",1,,2,,,,
2020/10/17,"North East",0,,2,,,,
2020/10/17,Saskatoon,10,479,65,5,1,411,3
2020/10/17,"Central West",1,189,12,0,0,176,1
2020/10/17,"Central West",0,,0,,,,
2020/10/17,"Central East",1,138,1,1,0,98,1
2020/10/17,"Central East",0,,1,,,,
2020/10/17,"Central East",0,,0,,,,
2020/10/17,"Central East",0,,22,,,,
2020/10/17,"Central East",0,,15,,,,
2020/10/17,Regina,4,252,56,0,1,194,2
2020/10/17,"South West",0,226,1,0,0,224,1
2020/10/17,"South West",0,,0,,,,
2020/10/17,"South Central",0,209,0,0,0,201,4
2020/10/17,"South Central",0,,4,,,,
2020/10/17,"South East",0,34,1,0,0,22,0
2020/10/17,"South East",0,,1,,,,
2020/10/17,"South East",0,,0,,,,
2020/10/17,"South East",1,,10,,,,
2020/10/18,"Far North West",1,366,12,0,0,344,7
2020/10/18,"Far North West",0,,3,,,,
2020/10/18,"Far North Central",0,0,0,0,0,0,0
2020/10/18,"Far North East",0,38,29,0,0,9,0
2020/10/18,"Far North East",0,,0,,,,
2020/10/18,"North West",0,145,1,0,0,129,4
2020/10/18,"North West",1,,7,,,,
2020/10/18,"North West",0,,2,,,,
2020/10/18,"North West",0,,2,,,,
2020/10/18,"North Central",7,156,31,4,0,82,2
2020/10/18,"North Central",1,,37,,,,
2020/10/18,"North Central",0,,4,,,,
2020/10/18,"North East",0,83,10,0,0,70,0
2020/10/18,"North East",0,,2,,,,
2020/10/18,"North East",0,,1,,,,
2020/10/18,Saskatoon,1,480,65,6,1,412,3
2020/10/18,"Central West",2,191,14,0,0,176,1
2020/10/18,"Central West",0,,0,,,,
2020/10/18,"Central East",0,141,1,1,0,99,1
2020/10/18,"Central East",1,,2,,,,
2020/10/18,"Central East",0,,0,,,,
2020/10/18,"Central East",2,,23,,,,
2020/10/18,"Central East",0,,15,,,,
2020/10/18,Regina,6,258,62,1,1,194,2
2020/10/18,"South West",0,226,1,0,0,224,1
2020/10/18,"South West",0,,0,,,,
2020/10/18,"South Central",0,209,0,0,0,201,4
2020/10/18,"South Central",0,,4,,,,
2020/10/18,"South East",0,35,1,0,0,23,0
2020/10/18,"South East",0,,0,,,,
2020/10/18,"South East",0,,0,,,,
2020/10/18,"South East",1,,11,,,,
2020/10/19,"Far North West",1,369,13,0,0,344,7
2020/10/19,"Far North West",2,,5,,,,
2020/10/19,"Far North Central",0,0,0,0,0,0,0
2020/10/19,"Far North East",3,41,32,0,0,9,0
2020/10/19,"Far North East",0,,0,,,,
2020/10/19,"North West",0,149,1,0,0,131,4
2020/10/19,"North West",3,,8,,,,
2020/10/19,"North West",0,,2,,,,
2020/10/19,"North West",1,,3,,,,
2020/10/19,"North Central",5,173,36,5,0,83,2
2020/10/19,"North Central",10,,46,,,,
2020/10/19,"North Central",2,,6,,,,
2020/10/19,"North East",1,84,11,0,0,70,0
2020/10/19,"North East",0,,2,,,,
2020/10/19,"North East",0,,1,,,,
2020/10/19,Saskatoon,25,505,88,7,1,414,3
2020/10/19,"Central West",1,193,15,0,0,176,1
2020/10/19,"Central West",1,,1,,,,
2020/10/19,"Central East",1,143,2,1,0,100,1
2020/10/19,"Central East",0,,2,,,,
2020/10/19,"Central East",0,,0,,,,
2020/10/19,"Central East",1,,23,,,,
2020/10/19,"Central East",0,,15,,,,
2020/10/19,Regina,8,266,67,2,1,197,2
2020/10/19,"South West",1,227,2,0,0,224,1
2020/10/19,"South West",0,,0,,,,
2020/10/19,"South Central",0,209,0,0,0,202,4
2020/10/19,"South Central",0,,3,,,,
2020/10/19,"South East",0,35,1,1,0,23,0
2020/10/19,"South East",0,,0,,,,
2020/10/19,"South East",0,,0,,,,
2020/10/19,"South East",0,,11,,,,
2020/10/20,"Far North West",2,371,15,0,0,344,7
2020/10/20,"Far North West",0,,5,,,,
2020/10/20,"Far North Central",0,0,0,0,0,0,0
2020/10/20,"Far North East",1,43,34,0,0,9,0
2020/10/20,"Far North East",0,,0,,,,
2020/10/20,"North West",0,153,1,0,0,132,4
2020/10/20,"North West",3,,11,,,,
2020/10/20,"North West",0,,2,,,,
2020/10/20,"North West",0,,3,,,,
2020/10/20,"North Central",1,177,37,6,0,84,2
2020/10/20,"North Central",4,,48,,,,
2020/10/20,"North Central",0,,6,,,,
2020/10/20,"North East",7,91,18,0,0,70,0
2020/10/20,"North East",0,,2,,,,
2020/10/20,"North East",0,,1,,,,
2020/10/20,Saskatoon,20,525,101,7,1,421,3
2020/10/20,"Central West",0,193,15,0,0,176,1
2020/10/20,"Central West",0,,1,,,,
2020/10/20,"Central East",0,145,2,1,0,101,1
2020/10/20,"Central East",0,,2,,,,
2020/10/20,"Central East",0,,0,,,,
2020/10/20,"Central East",2,,24,,,,
2020/10/20,"Central East",0,,15,,,,
2020/10/20,Regina,3,269,66,2,1,201,2
2020/10/20,"South West",0,227,2,0,0,224,1
2020/10/20,"South West",0,,0,,,,
2020/10/20,"South Central",0,210,0,0,0,202,4
2020/10/20,"South Central",1,,4,,,,
2020/10/20,"South East",0,35,1,0,0,23,0
2020/10/20,"South East",0,,0,,,,
2020/10/20,"South East",0,,0,,,,
2020/10/20,"South East",0,,11,,,,
2020/10/21,"Far North West",0,371,15,0,0,344,7
2020/10/21,"Far North West",0,,5,,,,
2020/10/21,"Far North Central",0,0,0,0,0,0,0
2020/10/21,"Far North East",1,44,35,0,0,9,0
2020/10/21,"Far North East",0,,0,,,,
2020/10/21,"North West",0,154,1,0,0,132,4
2020/10/21,"North West",0,,11,,,,
2020/10/21,"North West",1,,3,,,,
2020/10/21,"North West",0,,3,,,,
2020/10/21,"North Central",6,194,43,5,0,84,2
2020/10/21,"North Central",11,,59,,,,
2020/10/21,"North Central",0,,6,,,,
2020/10/21,"North East",3,95,21,0,0,70,0
2020/10/21,"North East",0,,2,,,,
2020/10/21,"North East",1,,2,,,,
2020/10/21,Saskatoon,14,539,110,7,1,426,3
2020/10/21,"Central West",2,195,17,0,0,176,1
2020/10/21,"Central West",0,,1,,,,
2020/10/21,"Central East",2,152,4,1,0,109,1
2020/10/21,"Central East",0,,2,,,,
2020/10/21,"Central East",0,,0,,,,
2020/10/21,"Central East",5,,26,,,,
2020/10/21,"Central East",0,,10,,,,
2020/10/21,Regina,11,280,75,2,1,203,2
2020/10/21,"South West",0,227,2,0,0,224,1
2020/10/21,"South West",0,,0,,,,
2020/10/21,"South Central",0,210,0,0,0,202,4
2020/10/21,"South Central",0,,4,,,,
2020/10/21,"South East",0,35,1,0,0,23,0
2020/10/21,"South East",0,,0,,,,
2020/10/21,"South East",0,,0,,,,
2020/10/21,"South East",0,,11,,,,
2020/10/22,"Far North West",1,374,16,0,0,344,8
2020/10/22,"Far North West",1,,6,,,,
2020/10/22,"Far North Central",0,0,0,0,0,0,0
2020/10/22,"Far North East",6,50,40,0,0,10,0
2020/10/22,"Far North East",0,,0,,,,
2020/10/22,"North West",0,159,1,0,0,135,4
2020/10/22,"North West",2,,12,,,,
2020/10/22,"North West",1,,4,,,,
2020/10/22,"North West",1,,3,,,,
2020/10/22,"North Central",6,207,49,6,0,85,2
2020/10/22,"North Central",6,,64,,,,
2020/10/22,"North Central",1,,7,,,,
2020/10/22,"North East",1,98,22,0,0,71,0
2020/10/22,"North East",2,,3,,,,
2020/10/22,"North East",0,,2,,,,
2020/10/22,Saskatoon,21,559,129,10,2,428,2
2020/10/22,"Central West",1,196,14,0,0,180,1
2020/10/22,"Central West",0,,1,,,,
2020/10/22,"Central East",0,153,4,0,0,110,1
2020/10/22,"Central East",0,,1,,,,
2020/10/22,"Central East",0,,0,,,,
2020/10/22,"Central East",0,,26,,,,
2020/10/22,"Central East",1,,11,,,,
2020/10/22,Regina,4,284,70,2,1,212,2
2020/10/22,"South West",1,228,3,0,0,224,1
2020/10/22,"South West",0,,0,,,,
2020/10/22,"South Central",0,211,0,0,0,202,4
2020/10/22,"South Central",1,,5,,,,
2020/10/22,"South East",0,37,1,0,0,23,0
2020/10/22,"South East",0,,0,,,,
2020/10/22,"South East",0,,0,,,,
2020/10/22,"South East",2,,13,,,,
2020/10/23,"Far North West",0,375,15,0,0,345,8
2020/10/23,"Far North West",1,,7,,,,
2020/10/23,"Far North Central",0,0,0,0,0,0,0
2020/10/23,"Far North East",0,50,36,0,0,14,0
2020/10/23,"Far North East",0,,0,,,,
2020/10/23,"North West",0,162,1,1,0,135,4
2020/10/23,"North West",0,,12,,,,
2020/10/23,"North West",2,,6,,,,
2020/10/23,"North West",1,,4,,,,
2020/10/23,"North Central",2,212,51,5,0,92,2
2020/10/23,"North Central",3,,61,,,,
2020/10/23,"North Central",0,,6,,,,
2020/10/23,"North East",1,102,23,0,0,71,0
2020/10/23,"North East",0,,3,,,,
2020/10/23,"North East",3,,5,,,,
2020/10/23,Saskatoon,4,563,128,9,3,433,2
2020/10/23,"Central West",0,196,10,0,0,184,1
2020/10/23,"Central West",0,,1,,,,
2020/10/23,"Central East",1,156,5,0,0,111,1
2020/10/23,"Central East",0,,1,,,,
2020/10/23,"Central East",0,,0,,,,
2020/10/23,"Central East",2,,27,,,,
2020/10/23,"Central East",0,,11,,,,
2020/10/23,Regina,9,293,72,1,1,219,2
2020/10/23,"South West",0,228,2,0,0,225,1
2020/10/23,"South West",0,,0,,,,
2020/10/23,"South Central",0,211,0,0,0,202,4
2020/10/23,"South Central",0,,5,,,,
2020/10/23,"South East",0,41,1,0,0,24,0
2020/10/23,"South East",0,,0,,,,
2020/10/23,"South East",1,,1,,,,
2020/10/23,"South East",3,,15,,,,
2020/10/24,"Far North West",1,378,15,0,0,346,8
2020/10/24,"Far North West",2,,9,,,,
2020/10/24,"Far North Central",0,0,0,0,0,0,0
2020/10/24,"Far North East",1,51,34,0,0,17,0
2020/10/24,"Far North East",0,,0,,,,
2020/10/24,"North West",0,164,1,2,0,136,4
2020/10/24,"North West",2,,14,,,,
2020/10/24,"North West",0,,5,,,,
2020/10/24,"North West",0,,4,,,,
2020/10/24,"North Central",6,223,57,5,0,93,2
2020/10/24,"North Central",4,,64,,,,
2020/10/24,"North Central",1,,7,,,,
2020/10/24,"North East",3,105,26,1,0,71,0
2020/10/24,"North East",0,,3,,,,
2020/10/24,"North East",0,,5,,,,
2020/10/24,Saskatoon,33,596,161,8,3,433,2
2020/10/24,"Central West",0,196,10,0,0,184,1
2020/10/24,"Central West",0,,1,,,,
2020/10/24,"Central East",2,159,7,0,0,113,1
2020/10/24,"Central East",0,,1,,,,
2020/10/24,"Central East",0,,0,,,,
2020/10/24,"Central East",1,,27,,,,
2020/10/24,"Central East",0,,10,,,,
2020/10/24,Regina,21,314,87,1,1,225,2
2020/10/24,"South West",0,228,2,0,0,225,1
2020/10/24,"South West",0,,0,,,,
2020/10/24,"South Central",0,211,0,0,0,203,4
2020/10/24,"South Central",0,,4,,,,
2020/10/24,"South East",0,42,1,0,0,24,0
2020/10/24,"South East",0,,0,,,,
2020/10/24,"South East",0,,1,,,,
2020/10/24,"South East",1,,16,,,,
2020/10/25,"Far North West",0,379,15,0,0,346,8
2020/10/25,"Far North West",1,,10,,,,
2020/10/25,"Far North Central",0,0,0,0,0,0,0
2020/10/25,"Far North East",0,51,33,0,0,18,0
2020/10/25,"Far North East",0,,0,,,,
2020/10/25,"North West",0,165,1,2,0,136,4
2020/10/25,"North West",1,,15,,,,
2020/10/25,"North West",0,,5,,,,
2020/10/25,"North West",0,,4,,,,
2020/10/25,"North Central",1,228,58,7,0,98,2
2020/10/25,"North Central",3,,62,,,,
2020/10/25,"North Central",1,,8,,,,
2020/10/25,"North East",5,110,31,1,0,72,0
2020/10/25,"North East",0,,2,,,,
2020/10/25,"North East",0,,5,,,,
2020/10/25,Saskatoon,27,623,188,8,3,433,2
2020/10/25,"Central West",0,196,7,0,0,188,1
2020/10/25,"Central West",0,,0,,,,
2020/10/25,"Central East",0,161,7,0,0,113,1
2020/10/25,"Central East",0,,1,,,,
2020/10/25,"Central East",0,,0,,,,
2020/10/25,"Central East",2,,29,,,,
2020/10/25,"Central East",0,,10,,,,
2020/10/25,Regina,14,328,97,3,1,229,2
2020/10/25,"South West",0,228,2,0,0,225,1
2020/10/25,"South West",0,,0,,,,
2020/10/25,"South Central",0,211,0,0,0,203,4
2020/10/25,"South Central",0,,4,,,,
2020/10/25,"South East",0,47,1,0,0,24,0
2020/10/25,"South East",1,,1,,,,
2020/10/25,"South East",1,,2,,,,
2020/10/25,"South East",3,,19,,,,
2020/10/26,"Far North West",0,381,15,0,0,346,8
2020/10/26,"Far North West",2,,12,,,,
2020/10/26,"Far North Central",0,0,0,0,0,0,0
2020/10/26,"Far North East",2,53,35,0,0,18,0
2020/10/26,"Far North East",0,,0,,,,
2020/10/26,"North West",0,167,1,2,0,136,4
2020/10/26,"North West",1,,16,,,,
2020/10/26,"North West",1,,6,,,,
2020/10/26,"North West",0,,4,,,,
2020/10/26,"North Central",13,243,68,5,0,113,2
2020/10/26,"North Central",1,,51,,,,
2020/10/26,"North Central",1,,9,,,,
2020/10/26,"North East",1,111,32,2,0,72,0
2020/10/26,"North East",0,,2,,,,
2020/10/26,"North East",0,,5,,,,
2020/10/26,Saskatoon,13,636,200,7,4,434,2
2020/10/26,"Central West",0,196,7,0,0,188,1
2020/10/26,"Central West",0,,0,,,,
2020/10/26,"Central East",0,170,7,0,0,115,1
2020/10/26,"Central East",0,,1,,,,
2020/10/26,"Central East",0,,0,,,,
2020/10/26,"Central East",8,,36,,,,
2020/10/26,"Central East",1,,10,,,,
2020/10/26,Regina,9,337,101,2,1,234,2
2020/10/26,"South West",0,228,2,0,0,225,1
2020/10/26,"South West",0,,0,,,,
2020/10/26,"South Central",0,211,0,0,0,203,4
2020/10/26,"South Central",0,,4,,,,
2020/10/26,"South East",0,48,1,0,0,24,0
2020/10/26,"South East",0,,1,,,,
2020/10/26,"South East",0,,2,,,,
2020/10/26,"South East",1,,20,,,,
2020/10/27,"Far North West",0,382,15,0,0,346,8
2020/10/27,"Far North West",1,,13,,,,
2020/10/27,"Far North Central",0,0,0,0,0,0,0
2020/10/27,"Far North East",0,54,34,0,0,19,0
2020/10/27,"Far North East",1,,1,,,,
2020/10/27,"North West",0,175,0,2,0,139,4
2020/10/27,"North West",1,,15,,,,
2020/10/27,"North West",5,,11,,,,
2020/10/27,"North West",2,,6,,,,
2020/10/27,"North Central",2,249,70,4,1,119,2
2020/10/27,"North Central",4,,49,,,,
2020/10/27,"North Central",0,,9,,,,
2020/10/27,"North East",1,113,33,1,0,72,0
2020/10/27,"North East",1,,3,,,,
2020/10/27,"North East",0,,5,,,,
2020/10/27,Saskatoon,29,665,190,9,4,473,2
2020/10/27,"Central West",0,196,5,0,0,190,1
2020/10/27,"Central West",0,,0,,,,
2020/10/27,"Central East",1,173,7,0,0,118,1
2020/10/27,"Central East",1,,2,,,,
2020/10/27,"Central East",0,,0,,,,
2020/10/27,"Central East",0,,34,,,,
2020/10/27,"Central East",1,,11,,,,
2020/10/27,Regina,5,342,105,2,1,235,2
2020/10/27,"South West",0,228,1,0,0,226,1
2020/10/27,"South West",0,,0,,,,
2020/10/27,"South Central",0,211,0,0,0,203,4
2020/10/27,"South Central",0,,4,,,,
2020/10/27,"South East",0,50,1,0,0,24,0
2020/10/27,"South East",0,,1,,,,
2020/10/27,"South East",0,,2,,,,
2020/10/27,"South East",2,,22,,,,
2020/10/28,"Far North West",0,382,13,0,0,348,8
2020/10/28,"Far North West",0,,13,,,,
2020/10/28,"Far North Central",0,0,0,0,0,0,0
2020/10/28,"Far North East",0,54,32,0,0,21,0
2020/10/28,"Far North East",0,,1,,,,
2020/10/28,"North West",0,182,0,0,0,141,4
2020/10/28,"North West",2,,15,,,,
2020/10/28,"North West",5,,16,,,,
2020/10/28,"North West",0,,6,,,,
2020/10/28,"North Central",2,257,68,3,1,129,2
2020/10/28,"North Central",5,,49,,,,
2020/10/28,"North Central",0,,9,,,,
2020/10/28,"North East",7,124,39,1,0,73,0
2020/10/28,"North East",0,,3,,,,
2020/10/28,"North East",4,,9,,,,
2020/10/28,Saskatoon,25,690,195,9,4,493,2
2020/10/28,"Central West",0,196,3,0,0,192,1
2020/10/28,"Central West",0,,0,,,,
2020/10/28,"Central East",0,173,7,0,0,122,1
2020/10/28,"Central East",0,,2,,,,
2020/10/28,"Central East",0,,0,,,,
2020/10/28,"Central East",0,,30,,,,
2020/10/28,"Central East",0,,11,,,,
2020/10/28,Regina,15,357,111,1,1,244,2
2020/10/28,"South West",0,228,1,0,0,226,1
2020/10/28,"South West",0,,0,,,,
2020/10/28,"South Central",0,211,0,0,0,204,4
2020/10/28,"South Central",0,,3,,,,
2020/10/28,"South East",1,52,2,0,0,24,0
2020/10/28,"South East",0,,1,,,,
2020/10/28,"South East",0,,2,,,,
2020/10/28,"South East",1,,23,,,,
2020/10/29,"Far North West",0,382,12,0,0,350,8
2020/10/29,"Far North West",0,,12,,,,
2020/10/29,"Far North Central",0,0,0,0,0,0,0
2020/10/29,"Far North East",0,54,26,0,0,27,0
2020/10/29,"Far North East",0,,1,,,,
2020/10/29,"North West",0,188,0,0,0,142,4
2020/10/29,"North West",1,,16,,,,
2020/10/29,"North West",3,,19,,,,
2020/10/29,"North West",2,,7,,,,
2020/10/29,"North Central",8,268,66,4,1,142,2
2020/10/29,"North Central",3,,49,,,,
2020/10/29,"North Central",0,,9,,,,
2020/10/29,"North East",3,127,40,1,0,75,0
2020/10/29,"North East",0,,3,,,,
2020/10/29,"North East",0,,9,,,,
2020/10/29,Saskatoon,37,727,223,6,4,502,2
2020/10/29,"Central West",0,196,3,0,0,192,1
2020/10/29,"Central West",0,,0,,,,
2020/10/29,"Central East",0,180,6,0,0,124,1
2020/10/29,"Central East",0,,2,,,,
2020/10/29,"Central East",1,,1,,,,
2020/10/29,"Central East",5,,34,,,,
2020/10/29,"Central East",1,,12,,,,
2020/10/29,Regina,13,370,119,3,1,249,2
2020/10/29,"South West",0,229,1,0,0,226,1
2020/10/29,"South West",1,,1,,,,
2020/10/29,"South Central",1,213,1,0,0,204,4
2020/10/29,"South Central",1,,4,,,,
2020/10/29,"South East",0,54,1,0,0,25,0
2020/10/29,"South East",1,,2,,,,
2020/10/29,"South East",1,,3,,,,
2020/10/29,"South East",0,,23,,,,
2020/10/30,"Far North West",0,384,8,1,0,354,8
2020/10/30,"Far North West",2,,14,,,,
2020/10/30,"Far North Central",0,0,0,0,0,0,0
2020/10/30,"Far North East",0,54,24,0,0,29,0
2020/10/30,"Far North East",0,,1,,,,
2020/10/30,"North West",1,190,1,0,0,147,4
2020/10/30,"North West",1,,14,,,,
2020/10/30,"North West",0,,17,,,,
2020/10/30,"North West",0,,7,,,,
2020/10/30,"North Central",9,287,67,4,1,152,2
2020/10/30,"North Central",10,,58,,,,
2020/10/30,"North Central",0,,8,,,,
2020/10/30,"North East",3,131,42,1,0,76,0
2020/10/30,"North East",1,,4,,,,
2020/10/30,"North East",0,,9,,,,
2020/10/30,Saskatoon,34,761,257,6,4,502,2
2020/10/30,"Central West",0,196,3,0,0,192,1
2020/10/30,"Central West",0,,0,,,,
2020/10/30,"Central East",1,184,7,0,0,128,1
2020/10/30,"Central East",0,,2,,,,
2020/10/30,"Central East",1,,2,,,,
2020/10/30,"Central East",2,,33,,,,
2020/10/30,"Central East",0,,11,,,,
2020/10/30,Regina,7,377,114,4,1,261,2
2020/10/30,"South West",0,229,1,0,0,226,1
2020/10/30,"South West",0,,1,,,,
2020/10/30,"South Central",1,215,2,0,0,206,4
2020/10/30,"South Central",1,,3,,,,
2020/10/30,"South East",1,56,2,0,0,25,0
2020/10/30,"South East",0,,2,,,,
2020/10/30,"South East",1,,4,,,,
2020/10/30,"South East",0,,23,,,,
2020/10/31,"Far North West",1,386,5,0,0,358,8
2020/10/31,"Far North West",1,,15,,,,
2020/10/31,"Far North Central",0,0,0,0,0,0,0
2020/10/31,"Far North East",0,54,20,0,0,33,0
2020/10/31,"Far North East",0,,1,,,,
2020/10/31,"North West",0,193,1,2,0,149,4
2020/10/31,"North West",1,,13,,,,
2020/10/31,"North West",1,,18,,,,
2020/10/31,"North West",1,,8,,,,
2020/10/31,"North Central",3,294,69,6,1,163,2
2020/10/31,"North Central",2,,51,,,,
2020/10/31,"North Central",2,,9,,,,
2020/10/31,"North East",5,137,37,1,0,86,0
2020/10/31,"North East",0,,4,,,,
2020/10/31,"North East",1,,10,,,,
2020/10/31,Saskatoon,41,802,261,8,4,539,2
2020/10/31,"Central West",0,196,3,0,0,192,1
2020/10/31,"Central West",0,,0,,,,
2020/10/31,"Central East",0,185,4,0,0,136,1
2020/10/31,"Central East",0,,2,,,,
2020/10/31,"Central East",1,,3,,,,
2020/10/31,"Central East",0,,28,,,,
2020/10/31,"Central East",0,,11,,,,
2020/10/31,Regina,18,395,127,6,1,266,2
2020/10/31,"South West",0,229,1,0,0,226,1
2020/10/31,"South West",0,,1,,,,
2020/10/31,"South Central",0,215,2,0,0,206,4
2020/10/31,"South Central",0,,3,,,,
2020/10/31,"South East",0,56,2,0,0,25,0
2020/10/31,"South East",0,,2,,,,
2020/10/31,"South East",0,,4,,,,
2020/10/31,"South East",0,,23,,,,
2020/11/01,"Far North West",2,391,7,0,0,358,8
2020/11/01,"Far North West",3,,18,,,,
2020/11/01,"Far North Central",0,0,0,0,0,0,0
2020/11/01,"Far North East",0,54,20,0,0,33,0
2020/11/01,"Far North East",0,,1,,,,
2020/11/01,"North West",0,198,1,2,0,150,4
2020/11/01,"North West",0,,13,,,,
2020/11/01,"North West",3,,21,,,,
2020/11/01,"North West",2,,9,,,,
2020/11/01,"North Central",3,306,72,6,2,169,2
2020/11/01,"North Central",7,,52,,,,
2020/11/01,"North Central",2,,11,,,,
2020/11/01,"North East",1,138,38,2,0,86,0
2020/11/01,"North East",0,,4,,,,
2020/11/01,"North East",0,,10,,,,
2020/11/01,Saskatoon,25,827,284,10,4,541,2
2020/11/01,"Central West",0,196,3,0,0,192,1
2020/11/01,"Central West",0,,0,,,,
2020/11/01,"Central East",0,187,4,0,0,138,1
2020/11/01,"Central East",1,,3,,,,
2020/11/01,"Central East",0,,2,,,,
2020/11/01,"Central East",0,,28,,,,
2020/11/01,"Central East",1,,11,,,,
2020/11/01,Regina,19,414,143,6,1,269,2
2020/11/01,"South West",0,230,1,0,0,226,1
2020/11/01,"South West",1,,2,,,,
2020/11/01,"South Central",0,215,2,0,0,206,4
2020/11/01,"South Central",0,,3,,,,
2020/11/01,"South East",0,59,2,0,0,26,0
2020/11/01,"South East",1,,2,,,,
2020/11/01,"South East",1,,5,,,,
2020/11/01,"South East",1,,24,,,,
2020/11/02,"Far North West",1,392,8,0,0,358,8
2020/11/02,"Far North West",0,,18,,,,
2020/11/02,"Far North Central",0,0,0,0,0,0,0
2020/11/02,"Far North East",0,54,20,0,0,33,0
2020/11/02,"Far North East",0,,1,,,,
2020/11/02,"North West",1,204,2,2,0,152,4
2020/11/02,"North West",1,,13,,,,
2020/11/02,"North West",3,,24,,,,
2020/11/02,"North West",0,,9,,,,
2020/11/02,"North Central",21,328,93,7,2,170,2
2020/11/02,"North Central",1,,52,,,,
2020/11/02,"North Central",0,,11,,,,
2020/11/02,"North East",0,139,38,1,0,86,0
2020/11/02,"North East",0,,4,,,,
2020/11/02,"North East",1,,11,,,,
2020/11/02,Saskatoon,18,845,292,11,4,551,2
2020/11/02,"Central West",1,197,4,0,0,192,1
2020/11/02,"Central West",0,,0,,,,
2020/11/02,"Central East",0,188,3,0,0,140,1
2020/11/02,"Central East",0,,2,,,,
2020/11/02,"Central East",0,,2,,,,
2020/11/02,"Central East",1,,29,,,,
2020/11/02,"Central East",0,,11,,,,
